"SRC","EPSG","Hemisferio"
"NAD83(2011) / Wyoming East Central (ftUS)",6614,"unknown"
"NAD83(2011) / Wyoming West",6615,"unknown"
"NAD83(2011) / Wyoming West (ftUS)",6616,"unknown"
"NAD83(2011) / Wyoming West Central",6617,"unknown"
"NAD83(2011) / Wyoming West Central (ftUS)",6618,"unknown"
"NAD83(2011) / Utah Central",6619,"unknown"
"NAD83(2011) / Utah North",6620,"unknown"
"NAD83(2011) / Utah South",6621,"unknown"
"NAD83(CSRS) / Quebec Lambert",6622,"unknown"
"NAD83 / Quebec Albers",6623,"unknown"
"NAD83(CSRS) / Quebec Albers",6624,"unknown"
"NAD83(2011) / Utah Central (ftUS)",6625,"unknown"
"NAD83(2011) / Utah North (ftUS)",6626,"unknown"
"NAD83(2011) / Utah South (ftUS)",6627,"unknown"
"NAD83(PA11) / Hawaii zone 1",6628,"unknown"
"NAD83(PA11) / Hawaii zone 2",6629,"unknown"
"NAD83(PA11) / Hawaii zone 3",6630,"unknown"
"NAD83(PA11) / Hawaii zone 4",6631,"unknown"
"NAD83(PA11) / Hawaii zone 5",6632,"unknown"
"NAD83(PA11) / Hawaii zone 3 (ftUS)",6633,"unknown"
"NAD83(PA11) / UTM zone 4N",6634,"unknown"
"NAD83(PA11) / UTM zone 5N",6635,"unknown"
"NAD83(PA11) / UTM zone 2S",6636,"unknown"
"NAD83(MA11) / Guam Map Grid",6637,"unknown"
"Tutuila 1962 height",6638,"unknown"
"Guam 1963 height",6639,"unknown"
"NMVD03 height",6640,"unknown"
"PRVD02 height",6641,"unknown"
"VIVD09 height",6642,"unknown"
"ASVD02 height",6643,"unknown"
"GUVD04 height",6644,"unknown"
"Karbala 1979 / Iraq National Grid",6646,"unknown"
"CGVD2013(CGG2013) height",6647,"unknown"
"NAD83(CSRS) + CGVD2013 height",6649,"unknown"
"NAD83(CSRS) / UTM zone 7N + CGVD2013 height",6650,"unknown"
"NAD83(CSRS) / UTM zone 8N + CGVD2013 height",6651,"unknown"
"NAD83(CSRS) / UTM zone 9N + CGVD2013 height",6652,"unknown"
"NAD83(CSRS) / UTM zone 10N + CGVD2013 height",6653,"unknown"
"NAD83(CSRS) / UTM zone 11N + CGVD2013 height",6654,"unknown"
"NAD83(CSRS) / UTM zone 12N + CGVD2013 height",6655,"unknown"
"NAD83(CSRS) / UTM zone 13N + CGVD2013 height",6656,"unknown"
"NAD83(CSRS) / UTM zone 14N + CGVD2013 height",6657,"unknown"
"NAD83(CSRS) / UTM zone 15N + CGVD2013 height",6658,"unknown"
"NAD83(CSRS) / UTM zone 16N + CGVD2013 height",6659,"unknown"
"NAD83(CSRS) / UTM zone 17N + CGVD2013 height",6660,"unknown"
"NAD83(CSRS) / UTM zone 18N + CGVD2013 height",6661,"unknown"
"NAD83(CSRS) / UTM zone 19N + CGVD2013 height",6662,"unknown"
"NAD83(CSRS) / UTM zone 20N + CGVD2013 height",6663,"unknown"
"NAD83(CSRS) / UTM zone 21N + CGVD2013 height",6664,"unknown"
"NAD83(CSRS) / UTM zone 22N + CGVD2013 height",6665,"unknown"
"JGD2011",6666,"unknown"
"JGD2011",6667,"unknown"
"JGD2011",6668,"unknown"
"JGD2011 / Japan Plane Rectangular CS I",6669,"unknown"
"JGD2011 / Japan Plane Rectangular CS II",6670,"unknown"
"JGD2011 / Japan Plane Rectangular CS III",6671,"unknown"
"JGD2011 / Japan Plane Rectangular CS IV",6672,"unknown"
"JGD2011 / Japan Plane Rectangular CS V",6673,"unknown"
"JGD2011 / Japan Plane Rectangular CS VI",6674,"unknown"
"JGD2011 / Japan Plane Rectangular CS VII",6675,"unknown"
"JGD2011 / Japan Plane Rectangular CS VIII",6676,"unknown"
"JGD2011 / Japan Plane Rectangular CS IX",6677,"unknown"
"JGD2011 / Japan Plane Rectangular CS X",6678,"unknown"
"JGD2011 / Japan Plane Rectangular CS XI",6679,"unknown"
"JGD2011 / Japan Plane Rectangular CS XII",6680,"unknown"
"JGD2011 / Japan Plane Rectangular CS XIII",6681,"unknown"
"JGD2011 / Japan Plane Rectangular CS XIV",6682,"unknown"
"JGD2011 / Japan Plane Rectangular CS XV",6683,"unknown"
"JGD2011 / Japan Plane Rectangular CS XVI",6684,"unknown"
"JGD2011 / Japan Plane Rectangular CS XVII",6685,"unknown"
"JGD2011 / Japan Plane Rectangular CS XVIII",6686,"unknown"
"JGD2011 / Japan Plane Rectangular CS XIX",6687,"unknown"
"JGD2011 / UTM zone 51N",6688,"unknown"
"JGD2011 / UTM zone 52N",6689,"unknown"
"JGD2011 / UTM zone 53N",6690,"unknown"
"JGD2011 / UTM zone 54N",6691,"unknown"
"JGD2011 / UTM zone 55N",6692,"unknown"
"JSLD72 height",6693,"unknown"
"JGD2000 (vertical) height",6694,"unknown"
"JGD2011 (vertical) height",6695,"unknown"
"JGD2000 + JGD2000 (vertical) height",6696,"unknown"
"JGD2011 + JGD2011 (vertical) height",6697,"unknown"
"Tokyo + JSLD72 height",6700,"unknown"
"WGS 84 / TM 60 SW",6703,"unknown"
"RDN2008",6704,"unknown"
"RDN2008",6705,"unknown"
"RDN2008",6706,"unknown"
"RDN2008 / UTM zone 32N (N-E)",6707,"unknown"
"RDN2008 / UTM zone 33N (N-E)",6708,"unknown"
"RDN2008 / UTM zone 34N (N-E)",6709,"unknown"
"Christmas Island Grid 1985",6715,"unknown"
"WGS 84 / CIG92",6720,"unknown"
"GDA94 / CIG94",6721,"unknown"
"WGS 84 / CKIG92",6722,"unknown"
"GDA94 / CKIG94",6723,"unknown"
"GDA94 / MGA zone 46",6736,"unknown"
"GDA94 / MGA zone 47",6737,"unknown"
"GDA94 / MGA zone 59",6738,"unknown"
"NAD83(CORS96)",6781,"unknown"
"NAD83(CORS96)",6782,"unknown"
"NAD83(CORS96)",6783,"unknown"
"NAD83(CORS96) / Oregon Baker zone (m)",6784,"unknown"
"NAD83(CORS96) / Oregon Baker zone (ft)",6785,"unknown"
"NAD83(2011) / Oregon Baker zone (m)",6786,"unknown"
"NAD83(2011) / Oregon Baker zone (ft)",6787,"unknown"
"NAD83(CORS96) / Oregon Bend-Klamath Falls zone (m)",6788,"unknown"
"NAD83(CORS96) / Oregon Bend-Klamath Falls zone (ft)",6789,"unknown"
"NAD83(2011) / Oregon Bend-Klamath Falls zone (m)",6790,"unknown"
"NAD83(2011) / Oregon Bend-Klamath Falls zone (ft)",6791,"unknown"
"NAD83(CORS96) / Oregon Bend-Redmond-Prineville zone (m)",6792,"unknown"
"NAD83(CORS96) / Oregon Bend-Redmond-Prineville zone (ft)",6793,"unknown"
"NAD83(2011) / Oregon Bend-Redmond-Prineville zone (m)",6794,"unknown"
"NAD83(2011) / Oregon Bend-Redmond-Prineville zone (ft)",6795,"unknown"
"NAD83(CORS96) / Oregon Bend-Burns zone (m)",6796,"unknown"
"NAD83(CORS96) / Oregon Bend-Burns zone (ft)",6797,"unknown"
"NAD83(2011) / Oregon Bend-Burns zone (m)",6798,"unknown"
"NAD83(2011) / Oregon Bend-Burns zone (ft)",6799,"unknown"
"NAD83(CORS96) / Oregon Canyonville-Grants Pass zone (m)",6800,"unknown"
"NAD83(CORS96) / Oregon Canyonville-Grants Pass zone (ft)",6801,"unknown"
"NAD83(2011) / Oregon Canyonville-Grants Pass zone (m)",6802,"unknown"
"NAD83(2011) / Oregon Canyonville-Grants Pass zone (ft)",6803,"unknown"
"NAD83(CORS96) / Oregon Columbia River East zone (m)",6804,"unknown"
"NAD83(CORS96) / Oregon Columbia River East zone (ft)",6805,"unknown"
"NAD83(2011) / Oregon Columbia River East zone (m)",6806,"unknown"
"NAD83(2011) / Oregon Columbia River East zone (ft)",6807,"unknown"
"NAD83(CORS96) / Oregon Columbia River West zone (m)",6808,"unknown"
"NAD83(CORS96) / Oregon Columbia River West zone (ft)",6809,"unknown"
"NAD83(2011) / Oregon Columbia River West zone (m)",6810,"unknown"
"NAD83(2011) / Oregon Columbia River West zone (ft)",6811,"unknown"
"NAD83(CORS96) / Oregon Cottage Grove-Canyonville zone (m)",6812,"unknown"
"NAD83(CORS96) / Oregon Cottage Grove-Canyonville zone (ft)",6813,"unknown"
"NAD83(2011) / Oregon Cottage Grove-Canyonville zone (m)",6814,"unknown"
"NAD83(2011) / Oregon Cottage Grove-Canyonville zone (ft)",6815,"unknown"
"NAD83(CORS96) / Oregon Dufur-Madras zone (m)",6816,"unknown"
"NAD83(CORS96) / Oregon Dufur-Madras zone (ft)",6817,"unknown"
"NAD83(2011) / Oregon Dufur-Madras zone (m)",6818,"unknown"
"NAD83(2011) / Oregon Dufur-Madras zone (ft)",6819,"unknown"
"NAD83(CORS96) / Oregon Eugene zone (m)",6820,"unknown"
"NAD83(CORS96) / Oregon Eugene zone (ft)",6821,"unknown"
"NAD83(2011) / Oregon Eugene zone (m)",6822,"unknown"
"NAD83(2011) / Oregon Eugene zone (ft)",6823,"unknown"
"NAD83(CORS96) / Oregon Grants Pass-Ashland zone (m)",6824,"unknown"
"NAD83(CORS96) / Oregon Grants Pass-Ashland zone (ft)",6825,"unknown"
"NAD83(2011) / Oregon Grants Pass-Ashland zone (m)",6826,"unknown"
"NAD83(2011) / Oregon Grants Pass-Ashland zone (ft)",6827,"unknown"
"NAD83(CORS96) / Oregon Gresham-Warm Springs zone (m)",6828,"unknown"
"NAD83(CORS96) / Oregon Gresham-Warm Springs zone (ft)",6829,"unknown"
"NAD83(2011) / Oregon Gresham-Warm Springs zone (m)",6830,"unknown"
"NAD83(2011) / Oregon Gresham-Warm Springs zone (ft)",6831,"unknown"
"NAD83(CORS96) / Oregon La Grande zone (m)",6832,"unknown"
"NAD83(CORS96) / Oregon La Grande zone (ft)",6833,"unknown"
"NAD83(2011) / Oregon La Grande zone (m)",6834,"unknown"
"NAD83(2011) / Oregon La Grande zone (ft)",6835,"unknown"
"NAD83(CORS96) / Oregon Ontario zone (m)",6836,"unknown"
"NAD83(CORS96) / Oregon Ontario zone (ft)",6837,"unknown"
"NAD83(2011) / Oregon Ontario zone (m)",6838,"unknown"
"NAD83(2011) / Oregon Ontario zone (ft)",6839,"unknown"
"NAD83(CORS96) / Oregon Coast zone (m)",6840,"unknown"
"NAD83(CORS96) / Oregon Coast zone (ft)",6841,"unknown"
"NAD83(2011) / Oregon Coast zone (m)",6842,"unknown"
"NAD83(2011) / Oregon Coast zone (ft)",6843,"unknown"
"NAD83(CORS96) / Oregon Pendleton zone (m)",6844,"unknown"
"NAD83(CORS96) / Oregon Pendleton zone (ft)",6845,"unknown"
"NAD83(2011) / Oregon Pendleton zone (m)",6846,"unknown"
"NAD83(2011) / Oregon Pendleton zone (ft)",6847,"unknown"
"NAD83(CORS96) / Oregon Pendleton-La Grande zone (m)",6848,"unknown"
"NAD83(CORS96) / Oregon Pendleton-La Grande zone (ft)",6849,"unknown"
"NAD83(2011) / Oregon Pendleton-La Grande zone (m)",6850,"unknown"
"NAD83(2011) / Oregon Pendleton-La Grande zone (ft)",6851,"unknown"
"NAD83(CORS96) / Oregon Portland zone (m)",6852,"unknown"
"NAD83(CORS96) / Oregon Portland zone (ft)",6853,"unknown"
"NAD83(2011) / Oregon Portland zone (m)",6854,"unknown"
"NAD83(2011) / Oregon Portland zone (ft)",6855,"unknown"
"NAD83(CORS96) / Oregon Salem zone (m)",6856,"unknown"
"NAD83(CORS96) / Oregon Salem zone (ft)",6857,"unknown"
"NAD83(2011) / Oregon Salem zone (m)",6858,"unknown"
"NAD83(2011) / Oregon Salem zone (ft)",6859,"unknown"
"NAD83(CORS96) / Oregon Santiam Pass zone (m)",6860,"unknown"
"NAD83(CORS96) / Oregon Santiam Pass zone (ft)",6861,"unknown"
"NAD83(2011) / Oregon Santiam Pass zone (m)",6862,"unknown"
"NAD83(2011) / Oregon Santiam Pass zone (ft)",6863,"unknown"
"NAD83(CORS96) / Oregon LCC (m)",6867,"unknown"
"NAD83(CORS96) / Oregon GIC Lambert (ft)",6868,"unknown"
"ETRS89 / Albania TM 2010",6870,"unknown"
"RDN2008 / Italy zone (N-E)",6875,"unknown"
"RDN2008 / Zone 12 (N-E)",6876,"unknown"
"NAD83(2011) / Wisconsin Central",6879,"unknown"
"NAD83(2011) / Nebraska (ftUS)",6880,"unknown"
"Aden 1925",6881,"unknown"
"Bekaa Valley 1920",6882,"unknown"
"Bioko",6883,"unknown"
"NAD83(CORS96) / Oregon North",6884,"unknown"
"NAD83(CORS96) / Oregon North (ft)",6885,"unknown"
"NAD83(CORS96) / Oregon South",6886,"unknown"
"NAD83(CORS96) / Oregon South (ft)",6887,"unknown"
"South East Island 1943",6892,"unknown"
"WGS 84 / World Mercator + EGM2008 height",6893,"unknown"
"Gambia",6894,"unknown"
"South East Island 1943 / UTM zone 40N",6915,"unknown"
"SHD height",6916,"unknown"
"SVY21 + SHD height",6917,"unknown"
"NAD83 / Kansas LCC",6922,"unknown"
"NAD83 / Kansas LCC (ftUS)",6923,"unknown"
"NAD83(2011) / Kansas LCC",6924,"unknown"
"NAD83(2011) / Kansas LCC (ftUS)",6925,"unknown"
"SVY21 / Singapore TM + SHD height",6927,"unknown"
"WGS 84 / NSIDC EASE-Grid 2.0 North",6931,"unknown"
"WGS 84 / NSIDC EASE-Grid 2.0 South",6932,"unknown"
"WGS 84 / NSIDC EASE-Grid 2.0 Global",6933,"unknown"
"IGS08",6934,"unknown"
"ETRS89 / Albania LCC 2010",6962,"unknown"
"NAD27 / Michigan North",6966,"unknown"
"IG05 Intermediate CRS",6981,"unknown"
"IG05 Intermediate CRS",6982,"unknown"
"IG05 Intermediate CRS",6983,"unknown"
"Israeli Grid 05",6984,"unknown"
"IG05/12 Intermediate CRS",6988,"unknown"
"IG05/12 Intermediate CRS",6989,"unknown"
"IG05/12 Intermediate CRS",6990,"unknown"
"Israeli Grid 05/12",6991,"unknown"
"Nahrwan 1934 / UTM zone 37N",7005,"unknown"
"Nahrwan 1934 / UTM zone 38N",7006,"unknown"
"Nahrwan 1934 / UTM zone 39N",7007,"unknown"
"RGSPM06 (lon-lat)",7034,"unknown"
"RGSPM06 (lon-lat)",7035,"unknown"
"RGR92 (lon-lat)",7036,"unknown"
"RGR92 (lon-lat)",7037,"unknown"
"RGM04 (lon-lat)",7038,"unknown"
"RGM04 (lon-lat)",7039,"unknown"
"RGFG95 (lon-lat)",7040,"unknown"
"RGFG95 (lon-lat)",7041,"unknown"
"RGF93 v1 (lon-lat)",7042,"unknown"
"NAD83(2011) / IaRCS zone 1",7057,"unknown"
"NAD83(2011) / IaRCS zone 2",7058,"unknown"
"NAD83(2011) / IaRCS zone 3",7059,"unknown"
"NAD83(2011) / IaRCS zone 4",7060,"unknown"
"NAD83(2011) / IaRCS zone 5",7061,"unknown"
"NAD83(2011) / IaRCS zone 6",7062,"unknown"
"NAD83(2011) / IaRCS zone 7",7063,"unknown"
"NAD83(2011) / IaRCS zone 8",7064,"unknown"
"NAD83(2011) / IaRCS zone 9",7065,"unknown"
"NAD83(2011) / IaRCS zone 10",7066,"unknown"
"NAD83(2011) / IaRCS zone 11",7067,"unknown"
"NAD83(2011) / IaRCS zone 12",7068,"unknown"
"NAD83(2011) / IaRCS zone 13",7069,"unknown"
"NAD83(2011) / IaRCS zone 14",7070,"unknown"
"RGTAAF07",7071,"unknown"
"RGTAAF07",7072,"unknown"
"RGTAAF07",7073,"unknown"
"RGTAAF07 / UTM zone 37S",7074,"unknown"
"RGTAAF07 / UTM zone 38S",7075,"unknown"
"RGTAAF07 / UTM zone 39S",7076,"unknown"
"RGTAAF07 / UTM zone 40S",7077,"unknown"
"RGTAAF07 / UTM zone 41S",7078,"unknown"
"RGTAAF07 / UTM zone 42S",7079,"unknown"
"RGTAAF07 / UTM zone 43S",7080,"unknown"
"RGTAAF07 / UTM zone 44S",7081,"unknown"
"RGF93 v1 (lon-lat)",7084,"unknown"
"RGAF09 (lon-lat)",7085,"unknown"
"RGAF09 (lon-lat)",7086,"unknown"
"RGTAAF07 (lon-lat)",7087,"unknown"
"NAD83(2011) / RMTCRS St Mary (m)",7109,"unknown"
"NAD83(2011) / RMTCRS Blackfeet (m)",7110,"unknown"
"NAD83(2011) / RMTCRS Milk River (m)",7111,"unknown"
"NAD83(2011) / RMTCRS Fort Belknap (m)",7112,"unknown"
"NAD83(2011) / RMTCRS Fort Peck Assiniboine (m)",7113,"unknown"
"NAD83(2011) / RMTCRS Fort Peck Sioux (m)",7114,"unknown"
"NAD83(2011) / RMTCRS Crow (m)",7115,"unknown"
"NAD83(2011) / RMTCRS Bobcat (m)",7116,"unknown"
"NAD83(2011) / RMTCRS Billings (m)",7117,"unknown"
"NAD83(2011) / RMTCRS Wind River (m)",7118,"unknown"
"NAD83(2011) / RMTCRS St Mary (ft)",7119,"unknown"
"NAD83(2011) / RMTCRS Blackfeet (ft)",7120,"unknown"
"NAD83(2011) / RMTCRS Milk River (ft)",7121,"unknown"
"NAD83(2011) / RMTCRS Fort Belknap (ft)",7122,"unknown"
"NAD83(2011) / RMTCRS Fort Peck Assiniboine (ft)",7123,"unknown"
"NAD83(2011) / RMTCRS Fort Peck Sioux (ft)",7124,"unknown"
"NAD83(2011) / RMTCRS Crow (ft)",7125,"unknown"
"NAD83(2011) / RMTCRS Bobcat (ft)",7126,"unknown"
"NAD83(2011) / RMTCRS Billings (ft)",7127,"unknown"
"NAD83(2011) / RMTCRS Wind River (ftUS)",7128,"unknown"
"NAD83(2011) / San Francisco CS13",7131,"unknown"
"NAD83(2011) / San Francisco CS13 (ftUS)",7132,"unknown"
"RGTAAF07 (lon-lat)",7133,"unknown"
"IGD05",7134,"unknown"
"IGD05",7135,"unknown"
"IGD05",7136,"unknown"
"IGD05/12",7137,"unknown"
"IGD05/12",7138,"unknown"
"IGD05/12",7139,"unknown"
"Palestine 1923 / Palestine Grid modified",7142,"unknown"
"NAD83(2011) / InGCS Adams (m)",7257,"unknown"
"NAD83(2011) / InGCS Adams (ftUS)",7258,"unknown"
"NAD83(2011) / InGCS Allen (m)",7259,"unknown"
"NAD83(2011) / InGCS Allen (ftUS)",7260,"unknown"
"NAD83(2011) / InGCS Bartholomew (m)",7261,"unknown"
"NAD83(2011) / InGCS Bartholomew (ftUS)",7262,"unknown"
"NAD83(2011) / InGCS Benton (m)",7263,"unknown"
"NAD83(2011) / InGCS Benton (ftUS)",7264,"unknown"
"NAD83(2011) / InGCS Blackford-Delaware (m)",7265,"unknown"
"NAD83(2011) / InGCS Blackford-Delaware (ftUS)",7266,"unknown"
"NAD83(2011) / InGCS Boone-Hendricks (m)",7267,"unknown"
"NAD83(2011) / InGCS Boone-Hendricks (ftUS)",7268,"unknown"
"NAD83(2011) / InGCS Brown (m)",7269,"unknown"
"NAD83(2011) / InGCS Brown (ftUS)",7270,"unknown"
"NAD83(2011) / InGCS Carroll (m)",7271,"unknown"
"NAD83(2011) / InGCS Carroll (ftUS)",7272,"unknown"
"NAD83(2011) / InGCS Cass (m)",7273,"unknown"
"NAD83(2011) / InGCS Cass (ftUS)",7274,"unknown"
"NAD83(2011) / InGCS Clark-Floyd-Scott (m)",7275,"unknown"
"NAD83(2011) / InGCS Clark-Floyd-Scott (ftUS)",7276,"unknown"
"NAD83(2011) / InGCS Clay (m)",7277,"unknown"
"NAD83(2011) / InGCS Clay (ftUS)",7278,"unknown"
"NAD83(2011) / InGCS Clinton (m)",7279,"unknown"
"NAD83(2011) / InGCS Clinton (ftUS)",7280,"unknown"
"NAD83(2011) / InGCS Crawford-Lawrence-Orange (m)",7281,"unknown"
"NAD83(2011) / InGCS Crawford-Lawrence-Orange (ftUS)",7282,"unknown"
"NAD83(2011) / InGCS Daviess-Greene (m)",7283,"unknown"
"NAD83(2011) / InGCS Daviess-Greene (ftUS)",7284,"unknown"
"NAD83(2011) / InGCS Dearborn-Ohio-Switzerland (m)",7285,"unknown"
"NAD83(2011) / InGCS Dearborn-Ohio-Switzerland (ftUS)",7286,"unknown"
"NAD83(2011) / InGCS Decatur-Rush (m)",7287,"unknown"
"NAD83(2011) / InGCS Decatur-Rush (ftUS)",7288,"unknown"
"NAD83(2011) / InGCS DeKalb (m)",7289,"unknown"
"NAD83(2011) / InGCS DeKalb (ftUS)",7290,"unknown"
"NAD83(2011) / InGCS Dubois-Martin (m)",7291,"unknown"
"NAD83(2011) / InGCS Dubois-Martin (ftUS)",7292,"unknown"
"NAD83(2011) / InGCS Elkhart-Kosciusko-Wabash (m)",7293,"unknown"
"NAD83(2011) / InGCS Elkhart-Kosciusko-Wabash (ftUS)",7294,"unknown"
"NAD83(2011) / InGCS Fayette-Franklin-Union (m)",7295,"unknown"
"NAD83(2011) / InGCS Fayette-Franklin-Union (ftUS)",7296,"unknown"
"NAD83(2011) / InGCS Fountain-Warren (m)",7297,"unknown"
"NAD83(2011) / InGCS Fountain-Warren (ftUS)",7298,"unknown"
"NAD83(2011) / InGCS Fulton-Marshall-St. Joseph (m)",7299,"unknown"
"NAD83(2011) / InGCS Fulton-Marshall-St. Joseph (ftUS)",7300,"unknown"
"NAD83(2011) / InGCS Gibson (m)",7301,"unknown"
"NAD83(2011) / InGCS Gibson (ftUS)",7302,"unknown"
"NAD83(2011) / InGCS Grant (m)",7303,"unknown"
"NAD83(2011) / InGCS Grant (ftUS)",7304,"unknown"
"NAD83(2011) / InGCS Hamilton-Tipton (m)",7305,"unknown"
"NAD83(2011) / InGCS Hamilton-Tipton (ftUS)",7306,"unknown"
"NAD83(2011) / InGCS Hancock-Madison (m)",7307,"unknown"
"NAD83(2011) / InGCS Hancock-Madison (ftUS)",7308,"unknown"
"NAD83(2011) / InGCS Harrison-Washington (m)",7309,"unknown"
"NAD83(2011) / InGCS Harrison-Washington (ftUS)",7310,"unknown"
"NAD83(2011) / InGCS Henry (m)",7311,"unknown"
"NAD83(2011) / InGCS Henry (ftUS)",7312,"unknown"
"NAD83(2011) / InGCS Howard-Miami (m)",7313,"unknown"
"NAD83(2011) / InGCS Howard-Miami (ftUS)",7314,"unknown"
"NAD83(2011) / InGCS Huntington-Whitley (m)",7315,"unknown"
"NAD83(2011) / InGCS Huntington-Whitley (ftUS)",7316,"unknown"
"NAD83(2011) / InGCS Jackson (m)",7317,"unknown"
"NAD83(2011) / InGCS Jackson (ftUS)",7318,"unknown"
"NAD83(2011) / InGCS Jasper-Porter (m)",7319,"unknown"
"NAD83(2011) / InGCS Jasper-Porter (ftUS)",7320,"unknown"
"NAD83(2011) / InGCS Jay (m)",7321,"unknown"
"NAD83(2011) / InGCS Jay (ftUS)",7322,"unknown"
"NAD83(2011) / InGCS Jefferson (m)",7323,"unknown"
"NAD83(2011) / InGCS Jefferson (ftUS)",7324,"unknown"
"NAD83(2011) / InGCS Jennings (m)",7325,"unknown"
"NAD83(2011) / InGCS Jennings (ftUS)",7326,"unknown"
"NAD83(2011) / InGCS Johnson-Marion (m)",7327,"unknown"
"NAD83(2011) / InGCS Johnson-Marion (ftUS)",7328,"unknown"
"NAD83(2011) / InGCS Knox (m)",7329,"unknown"
"NAD83(2011) / InGCS Knox (ftUS)",7330,"unknown"
"NAD83(2011) / InGCS LaGrange-Noble (m)",7331,"unknown"
"NAD83(2011) / InGCS LaGrange-Noble (ftUS)",7332,"unknown"
"NAD83(2011) / InGCS Lake-Newton (m)",7333,"unknown"
"NAD83(2011) / InGCS Lake-Newton (ftUS)",7334,"unknown"
"NAD83(2011) / InGCS LaPorte-Pulaski-Starke (m)",7335,"unknown"
"NAD83(2011) / InGCS LaPorte-Pulaski-Starke (ftUS)",7336,"unknown"
"NAD83(2011) / InGCS Monroe-Morgan (m)",7337,"unknown"
"NAD83(2011) / InGCS Monroe-Morgan (ftUS)",7338,"unknown"
"NAD83(2011) / InGCS Montgomery-Putnam (m)",7339,"unknown"
"NAD83(2011) / InGCS Montgomery-Putnam (ftUS)",7340,"unknown"
"NAD83(2011) / InGCS Owen (m)",7341,"unknown"
"NAD83(2011) / InGCS Owen (ftUS)",7342,"unknown"
"NAD83(2011) / InGCS Parke-Vermillion (m)",7343,"unknown"
"NAD83(2011) / InGCS Parke-Vermillion (ftUS)",7344,"unknown"
"NAD83(2011) / InGCS Perry (m)",7345,"unknown"
"NAD83(2011) / InGCS Perry (ftUS)",7346,"unknown"
"NAD83(2011) / InGCS Pike-Warrick (m)",7347,"unknown"
"NAD83(2011) / InGCS Pike-Warrick (ftUS)",7348,"unknown"
"NAD83(2011) / InGCS Posey (m)",7349,"unknown"
"NAD83(2011) / InGCS Posey (ftUS)",7350,"unknown"
"NAD83(2011) / InGCS Randolph-Wayne (m)",7351,"unknown"
"NAD83(2011) / InGCS Randolph-Wayne (ftUS)",7352,"unknown"
"NAD83(2011) / InGCS Ripley (m)",7353,"unknown"
"NAD83(2011) / InGCS Ripley (ftUS)",7354,"unknown"
"NAD83(2011) / InGCS Shelby (m)",7355,"unknown"
"NAD83(2011) / InGCS Shelby (ftUS)",7356,"unknown"
"NAD83(2011) / InGCS Spencer (m)",7357,"unknown"
"NAD83(2011) / InGCS Spencer (ftUS)",7358,"unknown"
"NAD83(2011) / InGCS Steuben (m)",7359,"unknown"
"NAD83(2011) / InGCS Steuben (ftUS)",7360,"unknown"
"NAD83(2011) / InGCS Sullivan (m)",7361,"unknown"
"NAD83(2011) / InGCS Sullivan (ftUS)",7362,"unknown"
"NAD83(2011) / InGCS Tippecanoe-White (m)",7363,"unknown"
"NAD83(2011) / InGCS Tippecanoe-White (ftUS)",7364,"unknown"
"NAD83(2011) / InGCS Vanderburgh (m)",7365,"unknown"
"NAD83(2011) / InGCS Vanderburgh (ftUS)",7366,"unknown"
"NAD83(2011) / InGCS Vigo (m)",7367,"unknown"
"NAD83(2011) / InGCS Vigo (ftUS)",7368,"unknown"
"NAD83(2011) / InGCS Wells (m)",7369,"unknown"
"NAD83(2011) / InGCS Wells (ftUS)",7370,"unknown"
"ONGD14",7371,"unknown"
"ONGD14",7372,"unknown"
"ONGD14",7373,"unknown"
"ONGD14 / UTM zone 39N",7374,"unknown"
"ONGD14 / UTM zone 40N",7375,"unknown"
"ONGD14 / UTM zone 41N",7376,"unknown"
"NTF (Paris) + NGF IGN69 height",7400,"unknown"
"RT90 + RH70 height",7404,"unknown"
"OSGB36 / British National Grid + ODN height",7405,"unknown"
"NAD27 + NGVD29 height (ftUS)",7406,"unknown"
"NAD27 / Texas North + NGVD29 height (ftUS)",7407,"unknown"
"ETRS89 + EVRF2000 height",7409,"unknown"
"PSHD93",7410,"unknown"
"NTF (Paris) / Lambert zone II + NGF Lallemand height",7411,"unknown"
"Tokyo + JSLD69 height",7414,"unknown"
"Amersfoort / RD New + NAP height",7415,"unknown"
"ETRS89 / UTM zone 32N + DVR90 height",7416,"unknown"
"ETRS89 / UTM zone 33N + DVR90 height",7417,"unknown"
"ETRS89 / Kp2000 Jutland + DVR90 height",7418,"unknown"
"ETRS89 / Kp2000 Zealand + DVR90 height",7419,"unknown"
"ETRS89 / Kp2000 Bornholm + DVR90 height",7420,"unknown"
"NTF (Paris) / Lambert zone II + NGF-IGN69 height",7421,"unknown"
"NTF (Paris) / Lambert zone III + NGF-IGN69 height",7422,"unknown"
"ETRS89 + EVRF2007 height",7423,"unknown"
"Famagusta 1960 height",7446,"unknown"
"PNG08 height",7447,"unknown"
"NAD83(2011) / WISCRS Adams and Juneau (m)",7528,"unknown"
"NAD83(2011) / WISCRS Ashland (m)",7529,"unknown"
"NAD83(2011) / WISCRS Barron (m)",7530,"unknown"
"NAD83(2011) / WISCRS Bayfield (m)",7531,"unknown"
"NAD83(2011) / WISCRS Brown (m)",7532,"unknown"
"NAD83(2011) / WISCRS Buffalo (m)",7533,"unknown"
"NAD83(2011) / WISCRS Burnett (m)",7534,"unknown"
"NAD83(2011) / WISCRS Calumet, Fond du Lac, Outagamie and Winnebago (m)",7535,"unknown"
