"SRC","EPSG","Hemisferio"
"Ascension Island 1958",4712,"unknown"
"Ayabelle Lighthouse",4713,"unknown"
"Bellevue",4714,"unknown"
"Camp Area Astro",4715,"unknown"
"Phoenix Islands 1966",4716,"unknown"
"Cape Canaveral",4717,"unknown"
"Solomon 1968",4718,"unknown"
"Easter Island 1967",4719,"unknown"
"Fiji 1986",4720,"unknown"
"Fiji 1956",4721,"unknown"
"South Georgia 1968",4722,"unknown"
"GCGD59",4723,"unknown"
"Diego Garcia 1969",4724,"unknown"
"Johnston Island 1961",4725,"unknown"
"SIGD61",4726,"unknown"
"Midway 1961",4727,"unknown"
"PN84",4728,"unknown"
"Pitcairn 1967",4729,"unknown"
"Santo 1965",4730,"unknown"
"Marshall Islands 1960",4732,"unknown"
"Wake Island 1952",4733,"unknown"
"Tristan 1968",4734,"unknown"
"Kusaie 1951",4735,"unknown"
"Deception Island",4736,"unknown"
"Korea 2000",4737,"unknown"
"Hong Kong 1963",4738,"unknown"
"Hong Kong 1963(67)",4739,"unknown"
"PZ-90",4740,"unknown"
"FD54",4741,"unknown"
"GDM2000",4742,"unknown"
"Karbala 1979",4743,"unknown"
"Nahrwan 1934",4744,"unknown"
"RD/83",4745,"unknown"
"PD/83",4746,"unknown"
"GR96",4747,"unknown"
"Vanua Levu 1915",4748,"unknown"
"RGNC91-93",4749,"unknown"
"ST87 Ouvea",4750,"unknown"
"Kertau (RSO)",4751,"unknown"
"Viti Levu 1912",4752,"unknown"
"fk89",4753,"unknown"
"LGD2006",4754,"unknown"
"DGN95",4755,"unknown"
"VN-2000",4756,"unknown"
"SVY21",4757,"unknown"
"JAD2001",4758,"unknown"
"NAD83(NSRS2007)",4759,"unknown"
"WGS 66",4760,"unknown"
"HTRS96",4761,"unknown"
"BDA2000",4762,"unknown"
"Pitcairn 2006",4763,"unknown"
"RSRGD2000",4764,"unknown"
"Slovenia 1996",4765,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 30",4766,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 31",4767,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 32",4768,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 33",4769,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 34",4770,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 35",4771,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 36",4772,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 37",4773,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 38",4774,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 39",4775,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 40",4776,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 41",4777,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 42",4778,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 43",4779,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 44",4780,"unknown"
"New Beijing / 3-degree Gauss-Kruger zone 45",4781,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 75E",4782,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 78E",4783,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 81E",4784,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 84E",4785,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 87E",4786,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 90E",4787,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 93E",4788,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 96E",4789,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 99E",4790,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 102E",4791,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 105E",4792,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 108E",4793,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 111E",4794,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 114E",4795,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 117E",4796,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 120E",4797,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 123E",4798,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 126E",4799,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 129E",4800,"unknown"
"Bern 1898 (Bern)",4801,"unknown"
"Bogota 1975 (Bogota)",4802,"unknown"
"Lisbon (Lisbon)",4803,"unknown"
"Makassar (Jakarta)",4804,"unknown"
"MGI (Ferro)",4805,"unknown"
"Monte Mario (Rome)",4806,"unknown"
"NTF (Paris)",4807,"unknown"
"BD50 (Brussels)",4809,"unknown"
"Tananarive (Paris)",4810,"unknown"
"Voirol 1875 (Paris)",4811,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 132E",4812,"unknown"
"Batavia (Jakarta)",4813,"unknown"
"RT38 (Stockholm)",4814,"unknown"
"Greek (Athens)",4815,"unknown"
"Carthage (Paris)",4816,"unknown"
"NGO 1948 (Oslo)",4817,"unknown"
"S-JTSK (Ferro)",4818,"unknown"
"Segara (Jakarta)",4820,"unknown"
"Voirol 1879 (Paris)",4821,"unknown"
"New Beijing / 3-degree Gauss-Kruger CM 135E",4822,"unknown"
"Sao Tome",4823,"unknown"
"Principe",4824,"unknown"
"WGS 84 / Cape Verde National",4826,"unknown"
"ETRS89 / LCC Germany (N-E)",4839,"unknown"
"Slovenia 1996",4882,"unknown"
"Slovenia 1996",4883,"unknown"
"RSRGD2000",4884,"unknown"
"RSRGD2000",4885,"unknown"
"BDA2000",4886,"unknown"
"BDA2000",4887,"unknown"
"HTRS96",4888,"unknown"
"HTRS96",4889,"unknown"
"WGS 66",4890,"unknown"
"WGS 66",4891,"unknown"
"NAD83(NSRS2007)",4892,"unknown"
"NAD83(NSRS2007)",4893,"unknown"
"JAD2001",4894,"unknown"
"JAD2001",4895,"unknown"
"ITRF2005",4896,"unknown"
"DGN95",4897,"unknown"
"DGN95",4898,"unknown"
"LGD2006",4899,"unknown"
"LGD2006",4900,"unknown"
"ATF (Paris)",4901,"unknown"
"Madrid 1870 (Madrid)",4903,"unknown"
"Lisbon 1890 (Lisbon)",4904,"unknown"
"RGNC91-93",4906,"unknown"
"RGNC91-93",4907,"unknown"
"GR96",4908,"unknown"
"GR96",4909,"unknown"
"ITRF88",4910,"unknown"
"ITRF89",4911,"unknown"
"ITRF90",4912,"unknown"
"ITRF91",4913,"unknown"
"ITRF92",4914,"unknown"
"ITRF93",4915,"unknown"
"ITRF94",4916,"unknown"
"ITRF96",4917,"unknown"
"ITRF97",4918,"unknown"
"ITRF2000",4919,"unknown"
"GDM2000",4920,"unknown"
"GDM2000",4921,"unknown"
"PZ-90",4922,"unknown"
"PZ-90",4923,"unknown"
"Mauritania 1999",4924,"unknown"
"Mauritania 1999",4925,"unknown"
"Korea 2000",4926,"unknown"
"Korea 2000",4927,"unknown"
"POSGAR 94",4928,"unknown"
"POSGAR 94",4929,"unknown"
"Australian Antarctic",4930,"unknown"
"Australian Antarctic",4931,"unknown"
"CHTRS95",4932,"unknown"
"CHTRS95",4933,"unknown"
"EST97",4934,"unknown"
"EST97",4935,"unknown"
"ETRS89",4936,"unknown"
"ETRS89",4937,"unknown"
"GDA94",4938,"unknown"
"GDA94",4939,"unknown"
"Hartebeesthoek94",4940,"unknown"
"Hartebeesthoek94",4941,"unknown"
"IRENET95",4942,"unknown"
"IRENET95",4943,"unknown"
"ISN93",4944,"unknown"
"ISN93",4945,"unknown"
"JGD2000",4946,"unknown"
"JGD2000",4947,"unknown"
"LKS92",4948,"unknown"
"LKS92",4949,"unknown"
"LKS94",4950,"unknown"
"LKS94",4951,"unknown"
"Moznet",4952,"unknown"
"Moznet",4953,"unknown"
"NAD83(CSRS)",4954,"unknown"
"NAD83(CSRS)",4955,"unknown"
"NAD83(HARN)",4956,"unknown"
"NAD83(HARN)",4957,"unknown"
"NZGD2000",4958,"unknown"
"NZGD2000",4959,"unknown"
"POSGAR 98",4960,"unknown"
"POSGAR 98",4961,"unknown"
"REGVEN",4962,"unknown"
"REGVEN",4963,"unknown"
"RGF93 v1",4964,"unknown"
"RGF93 v1",4965,"unknown"
"RGFG95",4966,"unknown"
"RGFG95",4967,"unknown"
"RGR92",4970,"unknown"
"RGR92",4971,"unknown"
"SIRGAS 1995",4974,"unknown"
"SIRGAS 1995",4975,"unknown"
"SWEREF99",4976,"unknown"
"SWEREF99",4977,"unknown"
"WGS 84",4978,"unknown"
"WGS 84",4979,"unknown"
"Yemen NGN96",4980,"unknown"
"Yemen NGN96",4981,"unknown"
"IGM95",4982,"unknown"
"IGM95",4983,"unknown"
"WGS 72",4984,"unknown"
"WGS 72",4985,"unknown"
"WGS 72BE",4986,"unknown"
"WGS 72BE",4987,"unknown"
"SIRGAS 2000",4988,"unknown"
"SIRGAS 2000",4989,"unknown"
"Lao 1993",4990,"unknown"
"Lao 1993",4991,"unknown"
"Lao 1997",4992,"unknown"
"Lao 1997",4993,"unknown"
"PRS92",4994,"unknown"
"PRS92",4995,"unknown"
"MAGNA-SIRGAS",4996,"unknown"
"MAGNA-SIRGAS",4997,"unknown"
"RGPF",4998,"unknown"
"RGPF",4999,"unknown"
"PTRA08",5011,"unknown"
"PTRA08",5012,"unknown"
"PTRA08",5013,"unknown"
"PTRA08 / UTM zone 25N",5014,"unknown"
"PTRA08 / UTM zone 26N",5015,"unknown"
"PTRA08 / UTM zone 28N",5016,"unknown"
"Lisbon 1890 / Portugal Bonne New",5017,"unknown"
"Lisbon / Portuguese Grid New",5018,"unknown"
"WGS 84 / UPS North (E,N)",5041,"unknown"
"WGS 84 / UPS South (E,N)",5042,"unknown"
"ETRS89 / TM35FIN(N,E)",5048,"unknown"
"NAD27 / Conus Albers",5069,"unknown"
"NAD83 / Conus Albers",5070,"unknown"
"NAD83(HARN) / Conus Albers",5071,"unknown"
"NAD83(NSRS2007) / Conus Albers",5072,"unknown"
"ETRS89 / NTM zone 5",5105,"unknown"
"ETRS89 / NTM zone 6",5106,"unknown"
"ETRS89 / NTM zone 7",5107,"unknown"
"ETRS89 / NTM zone 8",5108,"unknown"
"ETRS89 / NTM zone 9",5109,"unknown"
"ETRS89 / NTM zone 10",5110,"unknown"
"ETRS89 / NTM zone 11",5111,"unknown"
"ETRS89 / NTM zone 12",5112,"unknown"
"ETRS89 / NTM zone 13",5113,"unknown"
"ETRS89 / NTM zone 14",5114,"unknown"
"ETRS89 / NTM zone 15",5115,"unknown"
"ETRS89 / NTM zone 16",5116,"unknown"
"ETRS89 / NTM zone 17",5117,"unknown"
"ETRS89 / NTM zone 18",5118,"unknown"
"ETRS89 / NTM zone 19",5119,"unknown"
"ETRS89 / NTM zone 20",5120,"unknown"
"ETRS89 / NTM zone 21",5121,"unknown"
"ETRS89 / NTM zone 22",5122,"unknown"
"ETRS89 / NTM zone 23",5123,"unknown"
"ETRS89 / NTM zone 24",5124,"unknown"
"ETRS89 / NTM zone 25",5125,"unknown"
"ETRS89 / NTM zone 26",5126,"unknown"
"ETRS89 / NTM zone 27",5127,"unknown"
"ETRS89 / NTM zone 28",5128,"unknown"
"ETRS89 / NTM zone 29",5129,"unknown"
"ETRS89 / NTM zone 30",5130,"unknown"
"Tokyo 1892",5132,"unknown"
"Korean 1985 / East Sea Belt",5167,"unknown"
"Korean 1985 / Central Belt Jeju",5168,"unknown"
"Tokyo 1892 / Korea West Belt",5169,"unknown"
"Tokyo 1892 / Korea Central Belt",5170,"unknown"
"Tokyo 1892 / Korea East Belt",5171,"unknown"
"Tokyo 1892 / Korea East Sea Belt",5172,"unknown"
"Korean 1985 / Modified West Belt",5173,"unknown"
"Korean 1985 / Modified Central Belt",5174,"unknown"
"Korean 1985 / Modified Central Belt Jeju",5175,"unknown"
"Korean 1985 / Modified East Belt",5176,"unknown"
"Korean 1985 / Modified East Sea Belt",5177,"unknown"
"Korean 1985 / Unified CS",5178,"unknown"
"Korea 2000 / Unified CS",5179,"unknown"
"Korea 2000 / West Belt",5180,"unknown"
"Korea 2000 / Central Belt",5181,"unknown"
"Korea 2000 / Central Belt Jeju",5182,"unknown"
"Korea 2000 / East Belt",5183,"unknown"
"Korea 2000 / East Sea Belt",5184,"unknown"
"Korea 2000 / West Belt 2010",5185,"unknown"
"Korea 2000 / Central Belt 2010",5186,"unknown"
"Korea 2000 / East Belt 2010",5187,"unknown"
"Korea 2000 / East Sea Belt 2010",5188,"unknown"
"Incheon height",5193,"unknown"
"Trieste height",5195,"unknown"
"Genoa 1942 height",5214,"unknown"
"S-JTSK (Ferro) / Krovak East North",5221,"unknown"
"WGS 84 / Gabon TM",5223,"unknown"
"S-JTSK/05 (Ferro) / Modified Krovak",5224,"unknown"
"S-JTSK/05 (Ferro) / Modified Krovak East North",5225,"unknown"
"S-JTSK/05",5228,"unknown"
"S-JTSK/05 (Ferro)",5229,"unknown"
"SLD99",5233,"unknown"
"Kandawala / Sri Lanka Grid",5234,"unknown"
"SLD99 / Sri Lanka Grid 1999",5235,"unknown"
"SLVD height",5237,"unknown"
"ETRS89 / LCC Germany (E-N)",5243,"unknown"
"GDBD2009",5244,"unknown"
"GDBD2009",5245,"unknown"
"GDBD2009",5246,"unknown"
"GDBD2009 / Brunei BRSO",5247,"unknown"
"TUREF",5250,"unknown"
"TUREF",5251,"unknown"
"TUREF",5252,"unknown"
"TUREF / TM27",5253,"unknown"
"TUREF / TM30",5254,"unknown"
"TUREF / TM33",5255,"unknown"
"TUREF / TM36",5256,"unknown"
"TUREF / TM39",5257,"unknown"
"TUREF / TM42",5258,"unknown"
"TUREF / TM45",5259,"unknown"
"DRUKREF 03",5262,"unknown"
"DRUKREF 03",5263,"unknown"
"DRUKREF 03",5264,"unknown"
"DRUKREF 03 / Bhutan National Grid",5266,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 9",5269,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 10",5270,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 11",5271,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 12",5272,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 13",5273,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 14",5274,"unknown"
"TUREF / 3-degree Gauss-Kruger zone 15",5275,"unknown"
"DRUKREF 03 / Bumthang TM",5292,"unknown"
"DRUKREF 03 / Chhukha TM",5293,"unknown"
"DRUKREF 03 / Dagana TM",5294,"unknown"
"DRUKREF 03 / Gasa TM",5295,"unknown"
"DRUKREF 03 / Ha TM",5296,"unknown"
"DRUKREF 03 / Lhuentse TM",5297,"unknown"
"DRUKREF 03 / Mongar TM",5298,"unknown"
"DRUKREF 03 / Paro TM",5299,"unknown"
"DRUKREF 03 / Pemagatshel TM",5300,"unknown"
"DRUKREF 03 / Punakha TM",5301,"unknown"
"DRUKREF 03 / Samdrup Jongkhar TM",5302,"unknown"
"DRUKREF 03 / Samtse TM",5303,"unknown"
"DRUKREF 03 / Sarpang TM",5304,"unknown"
"DRUKREF 03 / Thimphu TM",5305,"unknown"
"DRUKREF 03 / Trashigang TM",5306,"unknown"
"DRUKREF 03 / Trongsa TM",5307,"unknown"
"DRUKREF 03 / Tsirang TM",5308,"unknown"
"DRUKREF 03 / Wangdue Phodrang TM",5309,"unknown"
"DRUKREF 03 / Yangtse TM",5310,"unknown"
"DRUKREF 03 / Zhemgang TM",5311,"unknown"
"ETRS89 / Faroe TM",5316,"unknown"
"FVR09 height",5317,"unknown"
"ETRS89 / Faroe TM + FVR09 height",5318,"unknown"
"NAD83 / Teranet Ontario Lambert",5320,"unknown"
"NAD83(CSRS) / Teranet Ontario Lambert",5321,"unknown"
"ISN2004",5322,"unknown"
"ISN2004",5323,"unknown"
"ISN2004",5324,"unknown"
"ISN2004 / Lambert 2004",5325,"unknown"
"Segara (Jakarta) / NEIEZ",5329,"unknown"
"Batavia (Jakarta) / NEIEZ",5330,"unknown"
"Makassar (Jakarta) / NEIEZ",5331,"unknown"
"ITRF2008",5332,"unknown"
"Black Sea depth",5336,"unknown"
"Aratu / UTM zone 25S",5337,"unknown"
"POSGAR 2007",5340,"unknown"
"POSGAR 2007",5341,"unknown"
"POSGAR 2007",5342,"unknown"
"POSGAR 2007 / Argentina 1",5343,"unknown"
"POSGAR 2007 / Argentina 2",5344,"unknown"
"POSGAR 2007 / Argentina 3",5345,"unknown"
"POSGAR 2007 / Argentina 4",5346,"unknown"
"POSGAR 2007 / Argentina 5",5347,"unknown"
"POSGAR 2007 / Argentina 6",5348,"unknown"
"POSGAR 2007 / Argentina 7",5349,"unknown"
"MARGEN",5352,"unknown"
"MARGEN",5353,"unknown"
"MARGEN",5354,"unknown"
"MARGEN / UTM zone 20S",5355,"unknown"
"MARGEN / UTM zone 19S",5356,"unknown"
"MARGEN / UTM zone 21S",5357,"unknown"
"SIRGAS-Chile 2002",5358,"unknown"
"SIRGAS-Chile 2002",5359,"unknown"
"SIRGAS-Chile 2002",5360,"unknown"
"SIRGAS-Chile 2002 / UTM zone 19S",5361,"unknown"
"SIRGAS-Chile 2002 / UTM zone 18S",5362,"unknown"
"CR05",5363,"unknown"
"CR05",5364,"unknown"
"CR05",5365,"unknown"
"CR05 / CRTM05",5367,"unknown"
"MACARIO SOLIS",5368,"unknown"
"Peru96",5369,"unknown"
"MACARIO SOLIS",5370,"unknown"
"MACARIO SOLIS",5371,"unknown"
"Peru96",5372,"unknown"
"Peru96",5373,"unknown"
"SIRGAS-ROU98",5379,"unknown"
"SIRGAS-ROU98",5380,"unknown"
"SIRGAS-ROU98",5381,"unknown"
"SIRGAS-ROU98 / UTM zone 21S",5382,"unknown"
"SIRGAS-ROU98 / UTM zone 22S",5383,"unknown"
"Peru96 / UTM zone 18S",5387,"unknown"
"Peru96 / UTM zone 19S",5389,"unknown"
"SIRGAS_ES2007.8",5391,"unknown"
"SIRGAS_ES2007.8",5392,"unknown"
"SIRGAS_ES2007.8",5393,"unknown"
"SIRGAS 2000 / UTM zone 26S",5396,"unknown"
"Ocotepeque 1935",5451,"unknown"
"Ocotepeque 1935 / Costa Rica Norte",5456,"unknown"
"Ocotepeque 1935 / Costa Rica Sur",5457,"unknown"
"Ocotepeque 1935 / Guatemala Sur",5459,"unknown"
"Ocotepeque 1935 / El Salvador Lambert",5460,"unknown"
"Ocotepeque 1935 / Nicaragua Norte",5461,"unknown"
"Ocotepeque 1935 / Nicaragua Sur",5462,"unknown"
"SAD69 / UTM zone 17N",5463,"unknown"
"Sibun Gorge 1922",5464,"unknown"
"Panama-Colon 1911",5467,"unknown"
"Panama-Colon 1911 / Panama Lambert",5469,"unknown"
"Panama-Colon 1911 / Panama Polyconic",5472,"unknown"
"RSRGD2000 / MSLC2000",5479,"unknown"
"RSRGD2000 / BCLC2000",5480,"unknown"
"RSRGD2000 / PCLC2000",5481,"unknown"
"RSRGD2000 / RSPS2000",5482,"unknown"
"RGAF09",5487,"unknown"
"RGAF09",5488,"unknown"
"RGAF09",5489,"unknown"
"RGAF09 / UTM zone 20N",5490,"unknown"
"NAD83 + NAVD88 height",5498,"unknown"
"NAD83(HARN) + NAVD88 height",5499,"unknown"
"NAD83(NSRS2007) + NAVD88 height",5500,"unknown"
"S-JTSK / Krovak",5513,"unknown"
"S-JTSK / Krovak East North",5514,"unknown"
"S-JTSK/05 / Modified Krovak",5515,"unknown"
"S-JTSK/05 / Modified Krovak East North",5516,"unknown"
"CI1971 / Chatham Islands Map Grid",5518,"unknown"
"CI1979 / Chatham Islands Map Grid",5519,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 1",5520,"unknown"
"WGS 84 / Gabon TM 2011",5523,"unknown"
"Corrego Alegre 1961",5524,"unknown"
"SAD69(96)",5527,"unknown"
"SAD69(96) / Brazil Polyconic",5530,"unknown"
"SAD69(96) / UTM zone 21S",5531,"unknown"
"SAD69(96) / UTM zone 23S",5533,"unknown"
"SAD69(96) / UTM zone 24S",5534,"unknown"
"SAD69(96) / UTM zone 25S",5535,"unknown"
"Corrego Alegre 1961 / UTM zone 21S",5536,"unknown"
"Corrego Alegre 1961 / UTM zone 22S",5537,"unknown"
"Corrego Alegre 1961 / UTM zone 23S",5538,"unknown"
"Corrego Alegre 1961 / UTM zone 24S",5539,"unknown"
"PNG94",5544,"unknown"
"PNG94",5545,"unknown"
"PNG94",5546,"unknown"
"PNG94 / PNGMG94 zone 54",5550,"unknown"
"PNG94 / PNGMG94 zone 55",5551,"unknown"
"PNG94 / PNGMG94 zone 56",5552,"unknown"
"ETRS89 / UTM zone 31N + DHHN92 height",5554,"unknown"
"ETRS89 / UTM zone 32N + DHHN92 height",5555,"unknown"
"ETRS89 / UTM zone 33N + DHHN92 height",5556,"unknown"
"UCS-2000",5558,"unknown"
"Ocotepeque 1935 / Guatemala Norte",5559,"unknown"
"UCS-2000",5560,"unknown"
"UCS-2000",5561,"unknown"
"UCS-2000 / Gauss-Kruger zone 4",5562,"unknown"
"UCS-2000 / Gauss-Kruger zone 5",5563,"unknown"
"UCS-2000 / Gauss-Kruger zone 6",5564,"unknown"
"UCS-2000 / Gauss-Kruger zone 7",5565,"unknown"
"UCS-2000 / Gauss-Kruger CM 21E",5566,"unknown"
"UCS-2000 / Gauss-Kruger CM 27E",5567,"unknown"
"UCS-2000 / Gauss-Kruger CM 33E",5568,"unknown"
"UCS-2000 / Gauss-Kruger CM 39E",5569,"unknown"
"NAD27 / New Brunswick Stereographic (NAD27)",5588,"unknown"
"Sibun Gorge 1922 / Colony Grid",5589,"unknown"
"FEH2010",5591,"unknown"
"FEH2010",5592,"unknown"
"FEH2010",5593,"unknown"
"FEH2010 / Fehmarnbelt TM",5596,"unknown"
"FCSVR10 height",5597,"unknown"
"FEH2010 / Fehmarnbelt TM + FCSVR10 height",5598,"unknown"
"NGPF height",5600,"unknown"
"IGN 1966 height",5601,"unknown"
"Moorea SAU 1981 height",5602,"unknown"
"Raiatea SAU 2001 height",5603,"unknown"
"Maupiti SAU 2001 height",5604,"unknown"
"Huahine SAU 2001 height",5605,"unknown"
"Tahaa SAU 2001 height",5606,"unknown"
"Bora Bora SAU 2001 height",5607,"unknown"
"IGLD 1955 height",5608,"unknown"
"IGLD 1985 height",5609,"unknown"
"HVRS71 height",5610,"unknown"
"Caspian height",5611,"unknown"
"Baltic 1977 depth",5612,"unknown"
"RH2000 height",5613,"unknown"
"KOC WD depth (ft)",5614,"unknown"
"RH00 height",5615,"unknown"
"IGN 1988 LS height",5616,"unknown"
"IGN 1988 MG height",5617,"unknown"
"IGN 1992 LD height",5618,"unknown"
"IGN 1988 SB height",5619,"unknown"
"IGN 1988 SM height",5620,"unknown"
"EVRF2007 height",5621,"unknown"
"NAD27 / Michigan East",5623,"unknown"
"NAD27 / Michigan Old Central",5624,"unknown"
"NAD27 / Michigan West",5625,"unknown"
"ED50 / TM 6 NE",5627,"unknown"
"SWEREF99 + RH2000 height",5628,"unknown"
"Moznet / UTM zone 38S",5629,"unknown"
"Pulkovo 1942(58) / Gauss-Kruger zone 2 (E-N)",5631,"unknown"
"PTRA08 / LCC Europe",5632,"unknown"
"PTRA08 / LAEA Europe",5633,"unknown"
"REGCAN95 / LCC Europe",5634,"unknown"
"REGCAN95 / LAEA Europe",5635,"unknown"
"TUREF / LAEA Europe",5636,"unknown"
"TUREF / LCC Europe",5637,"unknown"
"ISN2004 / LAEA Europe",5638,"unknown"
"ISN2004 / LCC Europe",5639,"unknown"
"SIRGAS 2000 / Brazil Mercator",5641,"unknown"
"ED50 / SPBA LCC",5643,"unknown"
"RGR92 / UTM zone 39S",5644,"unknown"
"NAD83 / Vermont (ftUS)",5646,"unknown"
"ETRS89 / UTM zone 31N (zE-N)",5649,"unknown"
"ETRS89 / UTM zone 33N (zE-N)",5650,"unknown"
"ETRS89 / UTM zone 31N (N-zE)",5651,"unknown"
"ETRS89 / UTM zone 32N (N-zE)",5652,"unknown"
"ETRS89 / UTM zone 33N (N-zE)",5653,"unknown"
"NAD83(HARN) / Vermont (ftUS)",5654,"unknown"
"NAD83(NSRS2007) / Vermont (ftUS)",5655,"unknown"
"Monte Mario / TM Emilia-Romagna",5659,"unknown"
"Pulkovo 1942(58) / Gauss-Kruger zone 3 (E-N)",5663,"unknown"
"Pulkovo 1942(83) / Gauss-Kruger zone 2 (E-N)",5664,"unknown"
"Pulkovo 1942(83) / Gauss-Kruger zone 3 (E-N)",5665,"unknown"
"PD/83 / 3-degree Gauss-Kruger zone 3 (E-N)",5666,"unknown"
"PD/83 / 3-degree Gauss-Kruger zone 4 (E-N)",5667,"unknown"
"RD/83 / 3-degree Gauss-Kruger zone 4 (E-N)",5668,"unknown"
"RD/83 / 3-degree Gauss-Kruger zone 5 (E-N)",5669,"unknown"
"Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 3 (E-N)",5670,"unknown"
"Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 4 (E-N)",5671,"unknown"
"Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 5 (E-N)",5672,"unknown"
"Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 3 (E-N)",5673,"unknown"
"Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 4 (E-N)",5674,"unknown"
"Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 5 (E-N)",5675,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 2 (E-N)",5676,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 3 (E-N)",5677,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 4 (E-N)",5678,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 5 (E-N)",5679,"unknown"
"DHDN / 3-degree Gauss-Kruger zone 1 (E-N)",5680,"unknown"
"DB_REF",5681,"unknown"
"DB_REF / 3-degree Gauss-Kruger zone 2 (E-N)",5682,"unknown"
"DB_REF / 3-degree Gauss-Kruger zone 3 (E-N)",5683,"unknown"
"DB_REF / 3-degree Gauss-Kruger zone 4 (E-N)",5684,"unknown"
"DB_REF / 3-degree Gauss-Kruger zone 5 (E-N)",5685,"unknown"
"RGF93 v1 / Lambert-93 + NGF-IGN69 height",5698,"unknown"
"RGF93 v1 / Lambert-93 + NGF-IGN78 height",5699,"unknown"
"NZGD2000 / UTM zone 1S",5700,"unknown"
"ODN height",5701,"unknown"
"NGVD29 height (ftUS)",5702,"unknown"
"NAVD88 height",5703,"unknown"
"Baltic 1977 height",5705,"unknown"
"Caspian depth",5706,"unknown"
"NTF (Paris) / Lambert zone I + NGF-IGN69 height",5707,"unknown"
"NTF (Paris) / Lambert zone IV + NGF-IGN78 height",5708,"unknown"
"NAP height",5709,"unknown"
"Ostend height",5710,"unknown"
"AHD height",5711,"unknown"
"AHD (Tasmania) height",5712,"unknown"
"CGVD28 height",5713,"unknown"
"MSL height",5714,"unknown"
"MSL depth",5715,"unknown"
"Piraeus height",5716,"unknown"
"N60 height",5717,"unknown"
"RH70 height",5718,"unknown"
"NGF Lallemand height",5719,"unknown"
"NGF-IGN69 height",5720,"unknown"
"NGF-IGN78 height",5721,"unknown"
"Maputo height",5722,"unknown"
"JSLD69 height",5723,"unknown"
"PHD93 height",5724,"unknown"
"Fahud HD height",5725,"unknown"
"Ha Tien 1960 height",5726,"unknown"
"Hon Dau 1992 height",5727,"unknown"
"LN02 height",5728,"unknown"
"LHN95 height",5729,"unknown"
"EVRF2000 height",5730,"unknown"
"Malin Head height",5731,"unknown"
"Belfast height",5732,"unknown"
"DNN height",5733,"unknown"
"AIOC95 depth",5734,"unknown"
"Black Sea height",5735,"unknown"
"Yellow Sea 1956 height",5736,"unknown"
"Yellow Sea 1985 height",5737,"unknown"
"HKPD height",5738,"unknown"
"HKCD depth",5739,"unknown"
